,user,produk,review,review_processed,polarity_score,polarity
876,T***a,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,sudah habis sebotol ngga ngefek apa2 untuk batuknya  hanya sensasi hangat aja terasa enak mengahangatkan badan anak.  hanya sensasi hangat aja terasa enak mengahangatkan badan anak.,"habis,botol,enggak,ngefek,apa-apa,batuk,sensasi,hangat,asa,enak,mengahangatkan,badan,anak,sensasi,hangat,asa,enak,mengahangatkan,badan,anak",4,positive
877,A***a,[Bebas Pilih Bundling] Sapujagad anak REGAS by Rahsa Nusantara,Rasa jamunya terasa  anakku ga doyan. Tapi aku malah suka  jadi ortunya yg minum  anakku ga doyan. Tapi aku malah suka  jadi ortunya yg minum,"jamu,asa,anak,engenggakk,doyan,suka,orang,tuanya,minum,anak,engenggakk,doyan,suka,orang,tuanya,minum",3,positive
878,D***a,,Kok rasanya enaaakk? Baru pertama kali coba  dan suka sama rasanya  kalo nanti khasiatnya kerasa pasti repeat order. Sayangnya kemasan botol kayaknya memang jadi kendala...   dan suka sama rasanya  kalo nanti khasiatnya kerasa pasti repeat order. Sayangnya kemasan botol kayaknya memang jadi kendala...,"enaaakk,coba,suka,kalo,khasiat,repeat,order,sayang,kemas,botol,kayak,kendala,suka,kalo,khasiat,repeat,order,sayang,kemas,botol,kayak,kendala",6,positive
879,P***k,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Kualitas rasanya berubah skrng lebih cair + kemasannya bagusan yg dulu,"kualitas,ubah,sekarang,cair,kemas,bagus",0,neutral
880,P***k,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,Kualitasnya menurun sekali huhu  tutup botol yg skrng agak seret buat ditutup lg. Selain itu  sirupnya juga jauh lebih cair dari terakhir beli di 2021. Semoga bisa balik...   tutup botol yg skrng agak seret buat ditutup lg. Selain itu  sirupnya juga jauh lebih cair dari terakhir beli di 2021. Semoga bisa balik...,"kualitas,turun,huhu,tutup,botol,sekarang,seret,tutup,lagi,sirup,cair,beli,moga,tutup,botol,sekarang,seret,tutup,lagi,sirup,cair,beli,moga",-4,negative
881,N***a,,tutup botol bagian dalamnya yg plastik putih  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka  susah sekali dibuka sampe melukai 2 kuku saya  semoga bisa menggunakan tutup yg mudah dibuka,"tutup,botol,plastik,putih,susah,buka,sampai,luka,kuku,moga,tutup,mudah,buka,susah,buka,sampai,luka,kuku,moga,tutup,mudah,buka",-3,negative
882,Andri,,selalu favorit!!!,favorit,1,positive
883,Margareth,,seller kirimnya on time  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS,"seller,kirim,on,time,tapi,deliverynyahr,dengan,plus,tapi,deliverynyahr,dengan,plus",0,neutral
884,Andri,,barang bagus-pengiriman cepat-tepat,"barang,bagus,kirim,cepat",1,positive
885,Amalia,,GERD jadi ga kambuh aku si cocok  suami agak ga seneng sm aroma baputnya tp khasiat nolong banget krn cuaca bogor yg hujan2 mllu 2mggu ini  pasti pesen lg sih klo sdh hab...   suami agak ga seneng sm aroma baputnya tp khasiat nolong banget krn cuaca bogor yg hujan2 mllu 2mggu ini  pasti pesen lg sih klo sdh hab...,"gerd,engengenggakkk,kambuh,cocok,suami,engengenggakkk,neng,sama,aroma,baputnya,tapi,khasiat,nolong,karena,cuaca,bogor,hujan2,mllumggu,sen,lagi,kalo,sudah,hab,suami,engengenggakkk,neng,sama,aroma,baputnya,tapi,khasiat,nolong,karena,cuaca,bogor,hujan2,mllumggu,sen,lagi,kalo,sudah,hab",3,positive
886,Erik,,Paket diterima dlm kondisi baik. Buble wrap tebal di dalam kardus. Botol dan tutup aman. recommended.,"paket,terima,dalam,kondisi,buble,wrap,tebal,kardus,botol,tutup,aman,recommended",1,positive
887,Susanti,Sari Kunyit Asam by Rahsa Nusantara Jamu Sirup Herbal Tradisional,tutup kemasan nya tidak terlalu kencang pas di buka agak sedikit tumpah anyway saya tidak videoin jadi gak bisa claim juga.,"tutup,kemas,kencang,buka,tumpah,anyway,videoin,enggak,claim",-2,negative
888,D***n,Sari Kunyit Asam by Rahsa Nusantara,Dibonusin telang tapi sayangnya packing kurang erat jadi bocor tinggal setengah.,"dibonusin,telang,sayang,packing,erat,bocor,tinggal",1,positive
889,L***g,,ini pembelian kedua dan dapat bonus bumbu merah ukuran kecil.,"beli,bonus,bumbu,merah,ukur",1,positive
890,S***h,,produk ok  udah beberapa kali beli  tapi pengiriman kali ini agak lama.  udah beberapa kali beli  tapi pengiriman kali ini agak lama.,"produk,ok,beli,kirim,beli,kirim",1,positive
891,K***l,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,beli lagi masi ada anak batuk mau tidur dan pagi..,"beli,anak,batuk,tidur,pagi",0,neutral
892,P***h,,bagiku sambalnya pedes  jadi makannya mesti dikit2 biar ga kepedesan tapi enak kok  jadi makannya mesti dikit2 biar ga kepedesan tapi enak kok,"sambal,pedas,makan,dikit2,biar,engenggakk,kepedasan,enak,makan,dikit2,biar,engenggakk,kepedasan,enak",1,positive
893,B***i,,Untuk pesanan sampe dengan cepat  namun isi nya merembes keluar dari botol.   namun isi nya merembes keluar dari botol.,"pesan,sampai,cepat,isi,rembes,botol,isi,rembes,botol",-1,negative
894,fitri,Sapujagad Anak Regas by Rahsa Nusantara| Herbal Alami Flu Batuk Pilek,Pengiriman cepat  produk aman  produk aman,"kirim,cepat,produk,aman,produk,aman",3,positive
895,N***a,,safety bangett awalnya takut bocor soalnya basah di luar karena kemasan juga kaca waktu udah di lap ternyata gak bocor.,"safety,banget,takut,bocor,basah,kemas,kaca,lap,nyata,enggak,bocor",-2,negative
896,T***i,Sari Asam Jawa by Rahsa Nusantara,Rasa sari asemnya mantep !,"sari,asemnya,mantap",1,positive
897,Rikha,,pesanan sampai dengan selamat tidak tumpah  bubble tebal.. sayang bonusnya yg kecil pecah :( mgkn krn botol kacanya lebih tipis.  bubble tebal.. sayang bonusnya yg kecil pecah :( mgkn krn botol kacanya lebih tipis.,"pesan,selamat,tumpah,bubble,tebal,sayang,bonus,pecah,mungkin,karena,botol,kaca,tipis,bubble,tebal,sayang,bonus,pecah,mungkin,karena,botol,kaca,tipis",1,positive
898,Benedikta,,pembelian ke3  terima kasih dapat sample gula aren ðŸ™‚  terima kasih dapat sample gula aren ðŸ™‚,"beli,ke3,terima,kasih,sample,gula,aren,terima,kasih,sample,gula,aren",4,positive
899,M***a,,packing aman sekali  diterima dengan baik. belum dicoba semua  tapi bumbu putihnya enak!  diterima dengan baik. belum dicoba semua  tapi bumbu putihnya enak!,"packing,aman,terima,coba,bumbu,putih,enak,terima,coba,bumbu,putih,enak",5,positive
900,Paramitha,,Baru pertama kali beli produk rahsa nusantara dan suka banget sama produknya  dikasih sample yang sapujagad jadi pengen beli full size nya  dikasih sample yang sapujagad jadi pengen beli full size nya,"beli,produk,rahsa,nusantara,suka,produk,kasih,sample,sapujagad,ken,beli,full,size,kasih,sample,sapujagad,ken,beli,full,size",3,positive
901,V***a,,Kualitas produk sangat baik  Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.,"kualitas,produk,harga,produk,cepat,kirim,respon,jual,harga,produk,cepat,kirim,respon,jual",2,positive
902,Novelita,,sudah pembelian yg kesekian kalinya krn cocok untuk anak-anak. packaging selalu aman.,"beli,karena,cocok,anak,anak,packaging,aman",2,positive
903,Y***i,,Ramah banget seller nya ðŸ‘ðŸ‘ðŸ‘ðŸ‘,"ramah,seller",1,positive
904,Ainun,[PAKET HEMAT REGAS] by Rahsa Nusantara - Herbal Alami Flu Batuk Pilek,benar2 membuat dahak anak saya keluar  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang  jd anak saya bs lega  batuk lumayan berkurang,"benar-benar,dahak,anak,jadi,anak,bisa,lega,batuk,lumayan,jadi,anak,bisa,lega,batuk,lumayan,jadi,anak,bisa,lega,batuk,lumayan",0,neutral
905,Victor,,Teksturnya pas ga terlalu kental  rasa balance.  rasa balance.  rasa balance.,"tekstur,enggak,kental,balance,balance,balance",2,positive
906,S***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Udah sampe cepet banget 1 hr sampe begitu diminum enak banget  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.  tenggorokan jd ga sakit lg.,"sampai,cepat,hari,sampai,minum,enak,tenggorok,jadi,engengenggakkk,sakit,lagi,tenggorok,jadi,engengenggakkk,sakit,lagi,tenggorok,jadi,engengenggakkk,sakit,lagi",2,positive
907,D***a,Sukhaloka by Rahsa Nusantara,beli 2 sukhaloka fan 1 sapujagad. berat real 0  65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...   65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...   65kg. tapi kena ongkir 2 3 kg. rugi bayar ongkir kelebihan gak tahu siapa yg nerima kelebihannya. apa tokonya atau tokoped...,"beli,sukhaloka,fan,sapujagad,berat,real,kena,ongkir,rugi,bayar,ongkir,engengenggak,mememenerima,toko,tokoped,kena,ongkir,rugi,bayar,ongkir,engengenggak,mememenerima,toko,tokoped,kena,ongkir,rugi,bayar,ongkir,engengenggak,mememenerima,toko,tokoped",-3,negative
908,NIMAS,,Maaf kalo kasi nya bintang 3  productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...   productnya oke banget   tapi udha 2 kalo dpet masalah di shipping  syukurnya productnya ga ampe basi  karena langsung masukin kulkas ketika...,"maaf,kalo,kasih,bintang,productnya,udha,kalo,dpet,shipping,syukur,productnya,engengenggakkk,sampai,basi,langsung,memasuki,kulkas,productnya,udha,kalo,dpet,shipping,syukur,productnya,engengenggakkk,sampai,basi,langsung,memasuki,kulkas,productnya,udha,kalo,dpet,shipping,syukur,productnya,engengenggakkk,sampai,basi,langsung,memasuki,kulkas",-3,negative
909,Medina,,mengecewakan sekali  jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....   jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....   jam 14.06 dibeli tapi besoknya jam 10.33 masih belum ada proses lebih lanjut. yg seharusnya bisa diambil kurir tanggal 3 Desember  jadi molor banget....,"kecewa,jam,beli,besok,jam,proses,ambil,kurir,tanggal,desember,molor,jam,beli,besok,jam,proses,ambil,kurir,tanggal,desember,molor,jam,beli,besok,jam,proses,ambil,kurir,tanggal,desember,molor",-1,negative
910,Ulyn,,Rasanya sungguh plain  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.  yg agak mendingan rasanya itu ayam terik manis.,"plain,mending,ayam,terik,manis,mending,ayam,terik,manis,mending,ayam,terik,manis",3,positive
911,A***a,Sapujagad Anak Regas (200 mL) by Rahsa Nusantara | Herbal Alami Flu Ba,Pesan minggu  baru diproses selasa. Dah keburu sembuh flu batuknya.  baru diproses selasa. Dah keburu sembuh flu batuknya.  baru diproses selasa. Dah keburu sembuh flu batuknya.,"pesan,proses,deh,keburu,sembuh,flu,batuk,proses,deh,keburu,sembuh,flu,batuk,proses,deh,keburu,sembuh,flu,batuk",0,neutral
912,S***s,,produk berkualitas  ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...   ini repeat order saya. bumbu dikemas botol kaca dibungkus bubble wrap tebal. Pesan barengan dgn bumbu putih  namun sayang yg bumbu kuning ini segel al...,"produk,kualitas,repeat,order,bumbu,kemas,botol,kaca,bungkus,bubble,wrap,tebal,pesan,bareng,dengan,bumbu,putih,sayang,bumbu,kuning,segel,al,repeat,order,bumbu,kemas,botol,kaca,bungkus,bubble,wrap,tebal,pesan,bareng,dengan,bumbu,putih,sayang,bumbu,kuning,segel,al,repeat,order,bumbu,kemas,botol,kaca,bungkus,bubble,wrap,tebal,pesan,bareng,dengan,bumbu,putih,sayang,bumbu,kuning,segel,al",0,neutral
913,y***i,,adminnya ramah  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.  pengiriman cepat  botol tersegel n packing berlapis lapis tapi sayang  masih ada cairannta yg merembes.,"adminnya,ramah,kirim,cepat,botol,segel,n,packing,lap,lapis,sayang,cairannta,rembes,kirim,cepat,botol,segel,n,packing,lap,lapis,sayang,cairannta,rembes,kirim,cepat,botol,segel,n,packing,lap,lapis,sayang,cairannta,rembes",1,positive
914,C***l,,pertama kali nyoba  semoga sesua ekspetasi  respon penjual bagus  packaging aman  semoga sesua ekspetasi  respon penjual bagus  packaging aman  semoga sesua ekspetasi  respon penjual bagus  packaging aman,"mencoba,moga,sua,ekspetasi,respon,jual,bagus,packaging,aman,moga,sua,ekspetasi,respon,jual,bagus,packaging,aman,moga,sua,ekspetasi,respon,jual,bagus,packaging,aman",3,positive
915,C***l,,penjual responsif  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak  pengiriman juga cepat 1 hari padahal luar bandung  semoga rasa rempahnya enak,"jual,responsif,kirim,cepat,bandung,moga,rempah,enak,kirim,cepat,bandung,moga,rempah,enak,kirim,cepat,bandung,moga,rempah,enak",6,positive
916,Sulistio,,barang sesuai dengan pesanan   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel   packing bagus  pengiriman cepat sayang respon penjual sangat lambat dan terkesan kaku kurang flesibel,"barang,sesuai,pesan,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel,packing,bagus,kirim,cepat,sayang,respon,jual,lambat,kes,kaku,flesibel",4,positive
917,E***i,Sari Kunyit Asam by Rahsa Nusantara,layanan cepat  packing rapih...  packing rapih...  packing rapih...,"layan,cepat,packing,rapi,packing,rapi,packing,rapi",4,positive
918,H***u,,cepat di proses tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan. tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan. tetapi kurir si cepat  di tempat tujuan yang tidak recomended paket dibiarkan 2 hari tanpa pemberitahuan ke pelanggan.,"cepat,proses,kurir,cepat,tuju,recomended,paket,biar,langgan,kurir,cepat,tuju,recomended,paket,biar,langgan,kurir,cepat,tuju,recomended,paket,biar,langgan",7,positive
919,Iva,,pengiriman cepat. seller responsif. saran saya  mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...   mungkin bisa diperbaiki dari segi kemasan terutama di bagian tutup botol  pas saya terima isi botolnya dua-duanya agak mel...,"kirim,cepat,seller,responsif,saran,segi,kemas,utama,tutup,botol,terima,isi,botol,mel,segi,kemas,utama,tutup,botol,terima,isi,botol,mel,segi,kemas,utama,tutup,botol,terima,isi,botol,mel",1,positive
920,I***y,,sudah langganan lebih dari setahun. sayang sekali  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp  harga naik signifikan dalam waktu singkat  dan pengemasan/pengiriman jadi lebih lama. Kangmas &amp,"langgan,sayang,harga,signifikan,singkat,emas,kirim,kangmas,amp,harga,signifikan,singkat,emas,kirim,kangmas,amp,harga,signifikan,singkat,emas,kirim,kangmas,amp",2,positive
921,Hanifa,,selalu cocok sama produk2nya rahsa...hanya saja sangat disayangkan tokonya libur di hari sabtu dan minngu...jadi pesan di hari sabtu pagi  baru dikirim di hari senin  baru dikirim di hari senin  baru dikirim di hari senin,"cocok,produk2nya,rahsa,sayang,toko,libur,minngu,pesan,pagi,kirim,kirim,kirim",2,positive
922,M***o,,Barang cepat datang  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!  packing bagusâ€¦! Ada bonus nya  nah bonus nya malah yang bocorâ€¦!,"barang,cepat,packing,bagus,bonus,bonus,bocor,packing,bagus,bonus,bonus,bocor,packing,bagus,bonus,bonus,bocor",4,positive
923,Dhyan,Sari Serai Telang by Rahsa Nusantara,Pelayanan seller nya seh memuaskan. Cm kurir si cepat ngirimnya lama. Ga sesuai dgn namanya.,"layan,seller,sih,muas,kurir,cepat,ngirimnya,enggak,sesuai,dengan,nama",2,positive
924,E***k,,Barang diterima dalam kondisi masih tersegel. Hanya saja tutup botolnya sedikit penyok. Packingnya padahal aman karena buble wrapnya tebal. Entah penyoknya ktn ekspedisi...,"barang,terima,kondisi,segel,tutup,botol,penyok,packingnya,aman,buble,wrapnya,tebal,penyok,ktn,ekspedisi",0,neutral
925,S***o,,seller komunikatif  packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.   packing pakai bubble wrap tebal. Tapi botolnya retak dan rembes sedikit. Namun msih bisa digunakan.,"seller,komunikatif,packing,pakai,bubble,wrap,tebal,botol,retak,rembes,masih,packing,pakai,bubble,wrap,tebal,botol,retak,rembes,masih,packing,pakai,bubble,wrap,tebal,botol,retak,rembes,masih",-3,negative
926,Margareth,,seller kirimnya on time  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS  tp kali ini deliverynya 3hr dgn PLUS,"seller,kirim,on,time,tapi,deliverynyahr,dengan,plus,tapi,deliverynyahr,dengan,plus,tapi,deliverynyahr,dengan,plus",0,neutral
927,C***l,,pengemasan aman  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh  admin responsif  belum dicoba  semoga berguna buat menjaga imun tubuh,"emas,aman,admin,responsif,coba,moga,jaga,imun,tubuh,admin,responsif,coba,moga,jaga,imun,tubuh,admin,responsif,coba,moga,jaga,imun,tubuh",4,positive
928,Cili,,sehari nyampe trus dapet bonus pula. makasiiih,"sampai,terus,dapat,bonus,makasiiih",1,positive
929,P***o,,thanks udah dikasih bonus lemon,"thanks,kasih,bonus,lemon",3,positive
930,Ryan,,dikasih bonus dongg. thank you Rahsa! bakal repurchase sih ini,"kasih,bonus,dong,thank,you,rahsa,repurchase",2,positive
931,ami,,dapet bonus dari seller. makasih banyak!,"dapat,bonus,seller",1,positive
932,V***a,,Kualitas produk sangat baik  Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.   Harga produk sangat baik  Kecepatan pengiriman sangat baik  Respon penjual sangat baik.,"kualitas,produk,harga,produk,cepat,kirim,respon,jual,harga,produk,cepat,kirim,respon,jual,harga,produk,cepat,kirim,respon,jual",3,positive
933,Y***i,,Trima kasih seller utk bonus nya yg imut botol tapi besaaarrr manfaatnya  sukkkaaak banget ama semua product di toko ini   sukkkaaak banget ama semua product di toko ini   sukkkaaak banget ama semua product di toko ini,"terima,kasih,seller,untuk,bonus,imut,botol,besaaarrr,manfaat,sukkkaaak,sssama,product,toko,sukkkaaak,sssama,product,toko,sukkkaaak,sssama,product,toko",4,positive
